token	declaring_type	field	attributes
0x0400018C	ObjectID	RainbowShell	Public, Static, Literal, HasDefault
0x0400018D	ObjectID	RainbowTrout	Public, Static, Literal, HasDefault
0x0400018E	ObjectID	RainTotem	Public, Static, Literal, HasDefault
0x0400018F	ObjectID	RareDisc	Public, Static, Literal, HasDefault
0x04000190	ObjectID	RareSeed	Public, Static, Literal, HasDefault
0x04000191	ObjectID	RedCabbage	Public, Static, Literal, HasDefault
0x04000192	ObjectID	RedCabbageSeeds	Public, Static, Literal, HasDefault
0x04000193	ObjectID	RedMullet	Public, Static, Literal, HasDefault
0x04000194	ObjectID	RedMushroom	Public, Static, Literal, HasDefault
0x04000195	ObjectID	RedPlate	Public, Static, Literal, HasDefault
0x04000196	ObjectID	RedSlimeEgg	Public, Static, Literal, HasDefault
0x04000197	ObjectID	RedSnapper	Public, Static, Literal, HasDefault
0x04000198	ObjectID	RefinedQuartz	Public, Static, Literal, HasDefault
0x04000199	ObjectID	Rhubarb	Public, Static, Literal, HasDefault
0x0400019A	ObjectID	RhubarbPie	Public, Static, Literal, HasDefault
0x0400019B	ObjectID	RhubarbSeeds	Public, Static, Literal, HasDefault
0x0400019C	ObjectID	Rice	Public, Static, Literal, HasDefault
0x0400019D	ObjectID	RicePudding	Public, Static, Literal, HasDefault
0x0400019E	ObjectID	RiceShoot	Public, Static, Literal, HasDefault
0x0400019F	ObjectID	RingofYoba	Public, Static, Literal, HasDefault
0x040001A0	ObjectID	RoastedHazelnuts	Public, Static, Literal, HasDefault
0x040001A1	ObjectID	Roe	Public, Static, Literal, HasDefault
0x040001A2	ObjectID	RootsPlatter	Public, Static, Literal, HasDefault
0x040001A3	ObjectID	RottenPlant	Public, Static, Literal, HasDefault
0x040001A4	ObjectID	RottenPlant1	Public, Static, Literal, HasDefault
0x040001A5	ObjectID	Ruby	Public, Static, Literal, HasDefault
0x040001A6	ObjectID	RubyRing	Public, Static, Literal, HasDefault
0x040001A7	ObjectID	RustyCog	Public, Static, Literal, HasDefault
0x040001A8	ObjectID	RustySpoon	Public, Static, Literal, HasDefault
0x040001A9	ObjectID	RustySpur	Public, Static, Literal, HasDefault
0x040001AA	ObjectID	Salad	Public, Static, Literal, HasDefault
0x040001AB	ObjectID	Salmon	Public, Static, Literal, HasDefault
0x040001AC	ObjectID	Salmonberry	Public, Static, Literal, HasDefault
0x040001AD	ObjectID	SalmonDinner	Public, Static, Literal, HasDefault
0x040001AE	ObjectID	Sandfish	Public, Static, Literal, HasDefault
0x040001AF	ObjectID	Sandstone	Public, Static, Literal, HasDefault
0x040001B0	ObjectID	Sap	Public, Static, Literal, HasDefault
0x040001B1	ObjectID	Sardine	Public, Static, Literal, HasDefault
0x040001B2	ObjectID	Sashimi	Public, Static, Literal, HasDefault
0x040001B3	ObjectID	SavageRing	Public, Static, Literal, HasDefault
0x040001B4	ObjectID	ScorpionCarp	Public, Static, Literal, HasDefault
0x040001B5	ObjectID	SeaCucumber	Public, Static, Literal, HasDefault
0x040001B6	ObjectID	SeafoamPudding	Public, Static, Literal, HasDefault
0x040001B7	ObjectID	SeaUrchin	Public, Static, Literal, HasDefault
0x040001B8	ObjectID	Seaweed	Public, Static, Literal, HasDefault
0x040001B9	ObjectID	SecretNote	Public, Static, Literal, HasDefault
0x040001BA	ObjectID	Shad	Public, Static, Literal, HasDefault
0x040001BB	ObjectID	Shrimp	Public, Static, Literal, HasDefault
0x040001BC	ObjectID	ShrimpCocktail	Public, Static, Literal, HasDefault
0x040001BD	ObjectID	SkeletalHand	Public, Static, Literal, HasDefault
0x040001BE	ObjectID	SkeletalTail	Public, Static, Literal, HasDefault
0x040001BF	ObjectID	Slate	Public, Static, Literal, HasDefault
0x040001C0	ObjectID	Slime	Public, Static, Literal, HasDefault
0x040001C1	ObjectID	SlimeCharmerRing	Public, Static, Literal, HasDefault
0x040001C2	ObjectID	Slimejack	Public, Static, Literal, HasDefault
0x040001C3	ObjectID	SmallGlowRing	Public, Static, Literal, HasDefault
0x040001C4	ObjectID	SmallMagnetRing	Public, Static, Literal, HasDefault
0x040001C5	ObjectID	SmallmouthBass	Public, Static, Literal, HasDefault
0x040001C6	ObjectID	Snail	Public, Static, Literal, HasDefault
0x040001C7	ObjectID	SnowYam	Public, Static, Literal, HasDefault
0x040001C8	ObjectID	Soapstone	Public, Static, Literal, HasDefault
0x040001C9	ObjectID	SoggyNewspaper	Public, Static, Literal, HasDefault
0x040001CA	ObjectID	SolarEssence	Public, Static, Literal, HasDefault
0x040001CB	ObjectID	Spaghetti	Public, Static, Literal, HasDefault
0x040001CC	ObjectID	SpangleSeeds	Public, Static, Literal, HasDefault
0x040001CD	ObjectID	SpeedGro	Public, Static, Literal, HasDefault
0x040001CE	ObjectID	SpiceBerry	Public, Static, Literal, HasDefault
0x040001CF	ObjectID	SpicyEel	Public, Static, Literal, HasDefault
0x040001D0	ObjectID	Spinner	Public, Static, Literal, HasDefault
0x040001D1	ObjectID	SpiritTorch	Public, Static, Literal, HasDefault
0x040001D2	ObjectID	SpookFish	Public, Static, Literal, HasDefault
0x040001D3	ObjectID	SpringOnion	Public, Static, Literal, HasDefault
0x040001D4	ObjectID	SpringSeeds	Public, Static, Literal, HasDefault
0x040001D5	ObjectID	Sprinkler	Public, Static, Literal, HasDefault
0x040001D6	ObjectID	Squid	Public, Static, Literal, HasDefault
0x040001D7	ObjectID	SquidInk	Public, Static, Literal, HasDefault
0x040001D8	ObjectID	Stardrop	Public, Static, Literal, HasDefault
0x040001D9	ObjectID	Starfruit	Public, Static, Literal, HasDefault
0x040001DA	ObjectID	StarfruitSeeds	Public, Static, Literal, HasDefault
0x040001DB	ObjectID	StarShards	Public, Static, Literal, HasDefault
0x040001DC	ObjectID	SteppingStonePath	Public, Static, Literal, HasDefault
0x040001DD	ObjectID	StirFry	Public, Static, Literal, HasDefault
0x040001DE	ObjectID	Stone	Public, Static, Literal, HasDefault
0x040001DF	ObjectID	Stone1	Public, Static, Literal, HasDefault
0x040001E0	ObjectID	Stone10	Public, Static, Literal, HasDefault
0x040001E1	ObjectID	Stone11	Public, Static, Literal, HasDefault
0x040001E2	ObjectID	Stone12	Public, Static, Literal, HasDefault
0x040001E3	ObjectID	Stone13	Public, Static, Literal, HasDefault
0x040001E4	ObjectID	Stone14	Public, Static, Literal, HasDefault
0x040001E5	ObjectID	Stone15	Public, Static, Literal, HasDefault
0x040001E6	ObjectID	Stone2	Public, Static, Literal, HasDefault
0x040001E7	ObjectID	Stone3	Public, Static, Literal, HasDefault
0x040001E8	ObjectID	Stone4	Public, Static, Literal, HasDefault
0x040001E9	ObjectID	Stone5	Public, Static, Literal, HasDefault
0x040001EA	ObjectID	Stone6	Public, Static, Literal, HasDefault
0x040001EB	ObjectID	Stone7	Public, Static, Literal, HasDefault
0x040001EC	ObjectID	Stone8	Public, Static, Literal, HasDefault
0x040001ED	ObjectID	Stone9	Public, Static, Literal, HasDefault
0x040001EE	ObjectID	StoneBase	Public, Static, Literal, HasDefault
0x040001EF	ObjectID	StoneFence	Public, Static, Literal, HasDefault
0x040001F0	ObjectID	Stonefish	Public, Static, Literal, HasDefault
0x040001F1	ObjectID	StoneFloor	Public, Static, Literal, HasDefault
0x040001F2	ObjectID	StrangeBun	Public, Static, Literal, HasDefault
0x040001F3	ObjectID	StrangeDoll	Public, Static, Literal, HasDefault
0x040001F4	ObjectID	StrangeDoll1	Public, Static, Literal, HasDefault
0x040001F5	ObjectID	Strawberry	Public, Static, Literal, HasDefault
0x040001F6	ObjectID	StrawberrySeeds	Public, Static, Literal, HasDefault
0x040001F7	ObjectID	StrawFloor	Public, Static, Literal, HasDefault
0x040001F8	ObjectID	Stuffing	Public, Static, Literal, HasDefault
0x040001F9	ObjectID	SturdyRing	Public, Static, Literal, HasDefault
0x040001FA	ObjectID	Sturgeon	Public, Static, Literal, HasDefault
0x040001FB	ObjectID	Sugar	Public, Static, Literal, HasDefault
0x040001FC	ObjectID	SummerSeeds	Public, Static, Literal, HasDefault
0x040001FD	ObjectID	SummerSpangle	Public, Static, Literal, HasDefault
0x040001FE	ObjectID	Sunfish	Public, Static, Literal, HasDefault
0x040001FF	ObjectID	Sunflower	Public, Static, Literal, HasDefault
0x04000200	ObjectID	SunflowerSeeds	Public, Static, Literal, HasDefault
0x04000201	ObjectID	SuperCucumber	Public, Static, Literal, HasDefault
0x04000202	ObjectID	SuperMeal	Public, Static, Literal, HasDefault
0x04000203	ObjectID	SurvivalBurger	Public, Static, Literal, HasDefault
0x04000204	ObjectID	SweetGemBerry	Public, Static, Literal, HasDefault
0x04000205	ObjectID	SweetPea	Public, Static, Literal, HasDefault
0x04000206	ObjectID	TeaLeaves	Public, Static, Literal, HasDefault
0x04000207	ObjectID	TeaSapling	Public, Static, Literal, HasDefault
0x04000208	ObjectID	TeaSet	Public, Static, Literal, HasDefault
0x04000209	ObjectID	ThunderEgg	Public, Static, Literal, HasDefault
0x0400020A	ObjectID	Tigerseye	Public, Static, Literal, HasDefault
0x0400020B	ObjectID	TigerTrout	Public, Static, Literal, HasDefault
0x0400020C	ObjectID	Tilapia	Public, Static, Literal, HasDefault
0x0400020D	ObjectID	Tomato	Public, Static, Literal, HasDefault
0x0400020E	ObjectID	TomatoSeeds	Public, Static, Literal, HasDefault
0x0400020F	ObjectID	TomKhaSoup	Public, Static, Literal, HasDefault
0x04000210	ObjectID	Topaz	Public, Static, Literal, HasDefault
0x04000211	ObjectID	TopazRing	Public, Static, Literal, HasDefault
0x04000212	ObjectID	Torch	Public, Static, Literal, HasDefault
0x04000213	ObjectID	Tortilla	Public, Static, Literal, HasDefault
0x04000214	ObjectID	TrapBobber	Public, Static, Literal, HasDefault
0x04000215	ObjectID	Trash	Public, Static, Literal, HasDefault
0x04000216	ObjectID	TreasureChest	Public, Static, Literal, HasDefault
0x04000217	ObjectID	TreasureHunter	Public, Static, Literal, HasDefault
0x04000218	ObjectID	TreeFertilizer	Public, Static, Literal, HasDefault
0x04000219	ObjectID	Trilobite	Public, Static, Literal, HasDefault
0x0400021A	ObjectID	TrimmedLuckyPurpleShorts	Public, Static, Literal, HasDefault
0x0400021B	ObjectID	TripleShotEspresso	Public, Static, Literal, HasDefault
0x0400021C	ObjectID	TroutSoup	Public, Static, Literal, HasDefault
0x0400021D	ObjectID	Truffle	Public, Static, Literal, HasDefault
0x0400021E	ObjectID	TruffleOil	Public, Static, Literal, HasDefault
0x0400021F	ObjectID	Tulip	Public, Static, Literal, HasDefault
0x04000220	ObjectID	TulipBulb	Public, Static, Literal, HasDefault
0x04000221	ObjectID	Tuna	Public, Static, Literal, HasDefault
0x04000222	ObjectID	Twig	Public, Static, Literal, HasDefault
0x04000223	ObjectID	Twig1	Public, Static, Literal, HasDefault
0x04000224	ObjectID	UnmilledRice	Public, Static, Literal, HasDefault
0x04000225	ObjectID	VampireRing	Public, Static, Literal, HasDefault
0x04000226	ObjectID	VegetableMedley	Public, Static, Literal, HasDefault
0x04000227	ObjectID	Vinegar	Public, Static, Literal, HasDefault
0x04000228	ObjectID	VoidEgg	Public, Static, Literal, HasDefault
0x04000229	ObjectID	VoidEssence	Public, Static, Literal, HasDefault
0x0400022A	ObjectID	VoidGhostPendant	Public, Static, Literal, HasDefault
0x0400022B	ObjectID	VoidMayonnaise	Public, Static, Literal, HasDefault
0x0400022C	ObjectID	VoidSalmon	Public, Static, Literal, HasDefault
0x0400022D	ObjectID	Walleye	Public, Static, Literal, HasDefault
0x0400022E	ObjectID	WarpTotemBeach	Public, Static, Literal, HasDefault
0x0400022F	ObjectID	WarpTotemDesert	Public, Static, Literal, HasDefault
0x04000230	ObjectID	WarpTotemFarm	Public, Static, Literal, HasDefault
0x04000231	ObjectID	WarpTotemMountains	Public, Static, Literal, HasDefault
0x04000232	ObjectID	WarriorRing	Public, Static, Literal, HasDefault
0x04000233	ObjectID	WeatheredFloor	Public, Static, Literal, HasDefault
0x04000234	ObjectID	WeddingRing	Public, Static, Literal, HasDefault
0x04000235	ObjectID	Weeds	Public, Static, Literal, HasDefault
0x04000236	ObjectID	Weeds1	Public, Static, Literal, HasDefault
0x04000237	ObjectID	Weeds10	Public, Static, Literal, HasDefault
0x04000238	ObjectID	Weeds11	Public, Static, Literal, HasDefault
0x04000239	ObjectID	Weeds12	Public, Static, Literal, HasDefault
0x0400023A	ObjectID	Weeds13	Public, Static, Literal, HasDefault
0x0400023B	ObjectID	Weeds14	Public, Static, Literal, HasDefault
0x0400023C	ObjectID	Weeds15	Public, Static, Literal, HasDefault
0x0400023D	ObjectID	Weeds16	Public, Static, Literal, HasDefault
0x0400023E	ObjectID	Weeds17	Public, Static, Literal, HasDefault
0x0400023F	ObjectID	Weeds18	Public, Static, Literal, HasDefault
0x04000240	ObjectID	Weeds19	Public, Static, Literal, HasDefault
0x04000241	ObjectID	Weeds2	Public, Static, Literal, HasDefault
0x04000242	ObjectID	Weeds20	Public, Static, Literal, HasDefault
0x04000243	ObjectID	Weeds21	Public, Static, Literal, HasDefault
0x04000244	ObjectID	Weeds22	Public, Static, Literal, HasDefault
0x04000245	ObjectID	Weeds23	Public, Static, Literal, HasDefault
0x04000246	ObjectID	Weeds3	Public, Static, Literal, HasDefault
0x04000247	ObjectID	Weeds4	Public, Static, Literal, HasDefault
0x04000248	ObjectID	Weeds5	Public, Static, Literal, HasDefault
0x04000249	ObjectID	Weeds6	Public, Static, Literal, HasDefault
0x0400024A	ObjectID	Weeds7	Public, Static, Literal, HasDefault
0x0400024B	ObjectID	Weeds8	Public, Static, Literal, HasDefault
0x0400024C	ObjectID	Weeds9	Public, Static, Literal, HasDefault
0x0400024D	ObjectID	Wheat	Public, Static, Literal, HasDefault
0x0400024E	ObjectID	WheatFlour	Public, Static, Literal, HasDefault
0x0400024F	ObjectID	WheatSeeds	Public, Static, Literal, HasDefault
0x04000250	ObjectID	WhiteAlgae	Public, Static, Literal, HasDefault
0x04000251	ObjectID	WildBait	Public, Static, Literal, HasDefault
0x04000252	ObjectID	WildHorseradish	Public, Static, Literal, HasDefault
0x04000253	ObjectID	WildPlum	Public, Static, Literal, HasDefault
0x04000254	ObjectID	WiltedBouquet	Public, Static, Literal, HasDefault
0x04000255	ObjectID	Wine	Public, Static, Literal, HasDefault
0x04000256	ObjectID	WinterRoot	Public, Static, Literal, HasDefault
0x04000257	ObjectID	WinterSeeds	Public, Static, Literal, HasDefault
0x04000258	ObjectID	Wood	Public, Static, Literal, HasDefault
0x04000259	ObjectID	WoodFence	Public, Static, Literal, HasDefault
0x0400025A	ObjectID	WoodFloor	Public, Static, Literal, HasDefault
0x0400025B	ObjectID	WoodPath	Public, Static, Literal, HasDefault
0x0400025C	ObjectID	Woodskip	Public, Static, Literal, HasDefault
0x0400025D	ObjectID	Wool	Public, Static, Literal, HasDefault
0x0400025E	ObjectID	Yam	Public, Static, Literal, HasDefault
0x0400025F	ObjectID	YamSeeds	Public, Static, Literal, HasDefault
0x04000260	BigCraftableID	AncientStool	Public, Static, Literal, HasDefault
0x04000261	BigCraftableID	AncientTable	Public, Static, Literal, HasDefault
0x04000262	BigCraftableID	AutoGrabber	Public, Static, Literal, HasDefault
0x04000263	BigCraftableID	Barrel	Public, Static, Literal, HasDefault
0x04000264	BigCraftableID	Barrel1	Public, Static, Literal, HasDefault
0x04000265	BigCraftableID	Barrel2	Public, Static, Literal, HasDefault
0x04000266	BigCraftableID	Barrel3	Public, Static, Literal, HasDefault
0x04000267	BigCraftableID	BarrelBrazier	Public, Static, Literal, HasDefault
0x04000268	BigCraftableID	BasicLog	Public, Static, Literal, HasDefault
0x04000269	BigCraftableID	BeeHouse	Public, Static, Literal, HasDefault
0x0400026A	BigCraftableID	BigGreenCane	Public, Static, Literal, HasDefault
0x0400026B	BigCraftableID	BigRedCane	Public, Static, Literal, HasDefault
0x0400026C	BigCraftableID	Bonfire	Public, Static, Literal, HasDefault
0x0400026D	BigCraftableID	Bongo	Public, Static, Literal, HasDefault
0x0400026E	BigCraftableID	Bookcase	Public, Static, Literal, HasDefault
0x0400026F	BigCraftableID	Boulder	Public, Static, Literal, HasDefault
0x04000270	BigCraftableID	Camera	Public, Static, Literal, HasDefault
0x04000271	BigCraftableID	Campfire	Public, Static, Literal, HasDefault
0x04000272	BigCraftableID	CarvedBrazier	Public, Static, Literal, HasDefault
0x04000273	BigCraftableID	Cask	Public, Static, Literal, HasDefault
0x04000274	BigCraftableID	CharcoalKiln	Public, Static, Literal, HasDefault
0x04000275	BigCraftableID	CheesePress	Public, Static, Literal, HasDefault
0x04000276	BigCraftableID	Chest	Public, Static, Literal, HasDefault
0x04000277	BigCraftableID	ChickenStatue	Public, Static, Literal, HasDefault
0x04000278	BigCraftableID	Crate	Public, Static, Literal, HasDefault
0x04000279	BigCraftableID	Crate1	Public, Static, Literal, HasDefault
0x0400027A	BigCraftableID	Crate2	Public, Static, Literal, HasDefault
0x0400027B	BigCraftableID	Crate3	Public, Static, Literal, HasDefault
0x0400027C	BigCraftableID	Crystalarium	Public, Static, Literal, HasDefault
0x0400027D	BigCraftableID	CrystalChair	Public, Static, Literal, HasDefault
0x0400027E	BigCraftableID	CursedPKArcadeSystem	Public, Static, Literal, HasDefault
0x0400027F	BigCraftableID	DeadTree	Public, Static, Literal, HasDefault
0x04000280	BigCraftableID	DecorativePitcher	Public, Static, Literal, HasDefault
0x04000281	BigCraftableID	DecorativeSpears	Public, Static, Literal, HasDefault
0x04000282	BigCraftableID	DeluxeScarecrow	Public, Static, Literal, HasDefault
0x04000283	BigCraftableID	Door	Public, Static, Literal, HasDefault
0x04000284	BigCraftableID	Door1	Public, Static, Literal, HasDefault
0x04000285	BigCraftableID	DriedSunflowers	Public, Static, Literal, HasDefault
0x04000286	BigCraftableID	EmptyCapsule	Public, Static, Literal, HasDefault
0x04000287	BigCraftableID	FancyTable	Public, Static, Literal, HasDefault
0x04000288	BigCraftableID	FeedHopper	Public, Static, Literal, HasDefault
0x04000289	BigCraftableID	Foroguemon	Public, Static, Literal, HasDefault
0x0400028A	BigCraftableID	Furnace	Public, Static, Literal, HasDefault
0x0400028B	BigCraftableID	GardenPot	Public, Static, Literal, HasDefault
0x0400028C	BigCraftableID	GoldBrazier	Public, Static, Literal, HasDefault
0x0400028D	BigCraftableID	GrandfatherClock	Public, Static, Literal, HasDefault
0x0400028E	BigCraftableID	GraveStone	Public, Static, Literal, HasDefault
0x0400028F	BigCraftableID	GreenCanes	Public, Static, Literal, HasDefault
0x04000290	BigCraftableID	Heater	Public, Static, Literal, HasDefault
0x04000291	BigCraftableID	HMTGF	Public, Static, Literal, HasDefault
0x04000292	BigCraftableID	HousePlant	Public, Static, Literal, HasDefault
0x04000293	BigCraftableID	HousePlant1	Public, Static, Literal, HasDefault
0x04000294	BigCraftableID	HousePlant2	Public, Static, Literal, HasDefault
0x04000295	BigCraftableID	HousePlant3	Public, Static, Literal, HasDefault
0x04000296	BigCraftableID	HousePlant4	Public, Static, Literal, HasDefault
0x04000297	BigCraftableID	HousePlant5	Public, Static, Literal, HasDefault
0x04000298	BigCraftableID	HousePlant6	Public, Static, Literal, HasDefault
0x04000299	BigCraftableID	HousePlant7	Public, Static, Literal, HasDefault
0x0400029A	BigCraftableID	Incubator	Public, Static, Literal, HasDefault
0x0400029B	BigCraftableID	IronLamppost	Public, Static, Literal, HasDefault
0x0400029C	BigCraftableID	JunimoKartArcadeSystem	Public, Static, Literal, HasDefault
0x0400029D	BigCraftableID	Keg	Public, Static, Literal, HasDefault
0x0400029E	BigCraftableID	LawnFlamingo	Public, Static, Literal, HasDefault
0x0400029F	BigCraftableID	LightningRod	Public, Static, Literal, HasDefault
