token	type	attributes	methods	fields	properties	nested
0x0200013C	rail.LeaderboardAttachSpaceWork	Public, BeforeFieldInit	1	2	0	0
0x0200013D	rail.LeaderboardCreated	Public, BeforeFieldInit	1	1	0	0
0x0200013E	rail.LeaderboardData	Public, BeforeFieldInit	1	4	0	0
0x0200013F	rail.LeaderboardDisplayType	Public, Sealed	0	5	0	0
0x02000140	rail.LeaderboardEntry	Public, BeforeFieldInit	1	2	0	0
0x02000141	rail.LeaderboardEntryReceived	Public, BeforeFieldInit	1	1	0	0
0x02000142	rail.LeaderboardParameters	Public, BeforeFieldInit	1	1	0	0
0x02000143	rail.LeaderboardReceived	Public, BeforeFieldInit	1	2	0	0
0x02000144	rail.LeaderboardSortType	Public, Sealed	0	4	0	0
0x02000145	rail.LeaderboardType	Public, Sealed	0	6	0	0
0x02000146	rail.LeaderboardUploaded	Public, BeforeFieldInit	1	5	0	0
0x02000147	rail.LeaderboardUploadType	Public, Sealed	0	4	0	0
0x02000148	rail.RequestLeaderboardEntryParam	Public, BeforeFieldInit	1	4	0	0
0x02000149	rail.UploadLeaderboardParam	Public, BeforeFieldInit	1	2	0	0
0x0200014A	rail.IRailNetwork	Public, ClassSemanticsMask, Abstract, BeforeFieldInit	19	0	0	0
0x0200014B	rail.CreateSessionFailed	Public, BeforeFieldInit	1	2	0	0
0x0200014C	rail.CreateSessionRequest	Public, BeforeFieldInit	1	2	0	0
0x0200014D	rail.NetworkCreateRawSessionFailed	Public, BeforeFieldInit	1	2	0	0
0x0200014E	rail.NetworkCreateRawSessionRequest	Public, BeforeFieldInit	1	2	0	0
0x0200014F	rail.RailGamePeer	Public, BeforeFieldInit	1	2	0	0
0x02000150	rail.RailNetworkSessionState	Public, BeforeFieldInit	1	8	0	0
0x02000151	rail.IRailPlayer	Public, ClassSemanticsMask, Abstract, BeforeFieldInit	18	0	0	0
0x02000152	rail.AcquireSessionTicketResponse	Public, BeforeFieldInit	1	2	0	0
0x02000153	rail.EnumRailPlayerBannedStatus	Public, Sealed	0	4	0	0
0x02000154	rail.EnumRailPlayerOnLineState	Public, Sealed	0	7	0	0
0x02000155	rail.EnumRailPlayerOwnershipType	Public, Sealed	0	5	0	0
0x02000156	rail.GetAuthenticateURLResult	Public, BeforeFieldInit	1	3	0	0
0x02000157	rail.PlayerGetGamePurchaseKeyResult	Public, BeforeFieldInit	1	1	0	0
0x02000158	rail.PlayerPersonalInfo	Public, BeforeFieldInit	1	6	0	0
0x02000159	rail.QueryPlayerBannedStatus	Public, BeforeFieldInit	1	1	0	0
0x0200015A	rail.RailAntiAddictionGameOnlineTimeChanged	Public, BeforeFieldInit	1	1	0	0
0x0200015B	rail.RailGetAuthenticateCodeOptions	Public, BeforeFieldInit	1	2	0	0
0x0200015C	rail.RailGetAuthenticateCodeResult	Public, BeforeFieldInit	1	2	0	0
0x0200015D	rail.RailGetAuthenticateURLOptions	Public, BeforeFieldInit	1	3	0	0
0x0200015E	rail.RailGetEncryptedGameTicketResult	Public, BeforeFieldInit	1	1	0	0
0x0200015F	rail.RailGetPlayerMetadataResult	Public, BeforeFieldInit	1	1	0	0
0x02000160	rail.RailPlayerAccountType	Public, Sealed	0	6	0	0
0x02000161	rail.StartSessionWithPlayerResponse	Public, BeforeFieldInit	1	1	0	0
0x02000162	rail.RailResult	Public, Sealed	0	375	0	0
0x02000163	rail.IRailRoom	Public, ClassSemanticsMask, Abstract, BeforeFieldInit	33	0	0	0
0x02000164	rail.IRailRoomHelper	Public, ClassSemanticsMask, Abstract, BeforeFieldInit	7	0	0	0
0x02000165	rail.ClearRoomMetadataResult	Public, BeforeFieldInit	1	1	0	0
0x02000166	rail.CreateRoomResult	Public, BeforeFieldInit	1	1	0	0
0x02000167	rail.EnumLeaveRoomReason	Public, Sealed	0	4	0	0
0x02000168	rail.EnumRoomMemberActionStatus	Public, Sealed	0	4	0	0
0x02000169	rail.EnumRoomOwnerChangeReason	Public, Sealed	0	3	0	0
0x0200016A	rail.EnumRoomType	Public, Sealed	0	5	0	0
0x0200016B	rail.GetAllRoomDataResult	Public, BeforeFieldInit	1	1	0	0
0x0200016C	rail.GetMemberMetadataResult	Public, BeforeFieldInit	1	3	0	0
0x0200016D	rail.GetRoomListResult	Public, BeforeFieldInit	1	4	0	0
0x0200016E	rail.GetRoomMembersResult	Public, BeforeFieldInit	1	3	0	0
0x0200016F	rail.GetRoomMetadataResult	Public, BeforeFieldInit	1	2	0	0
0x02000170	rail.GetRoomTagResult	Public, BeforeFieldInit	1	1	0	0
0x02000171	rail.GetUserRoomListResult	Public, BeforeFieldInit	1	1	0	0
0x02000172	rail.JoinRoomResult	Public, BeforeFieldInit	1	1	0	0
0x02000173	rail.KickOffMemberResult	Public, BeforeFieldInit	1	2	0	0
0x02000174	rail.LeaveRoomResult	Public, BeforeFieldInit	1	2	0	0
0x02000175	rail.NotifyMetadataChange	Public, BeforeFieldInit	1	2	0	0
0x02000176	rail.NotifyRoomDestroy	Public, BeforeFieldInit	1	1	0	0
0x02000177	rail.NotifyRoomGameServerChange	Public, BeforeFieldInit	1	3	0	0
0x02000178	rail.NotifyRoomMemberChange	Public, BeforeFieldInit	1	4	0	0
0x02000179	rail.NotifyRoomMemberKicked	Public, BeforeFieldInit	1	4	0	0
0x0200017A	rail.NotifyRoomOwnerChange	Public, BeforeFieldInit	1	4	0	0
0x0200017B	rail.OpenRoomResult	Public, BeforeFieldInit	1	1	0	0
0x0200017C	rail.RoomDataReceived	Public, BeforeFieldInit	1	4	0	0
0x0200017D	rail.RoomInfo	Public, BeforeFieldInit	1	12	0	0
0x0200017E	rail.RoomInfoListFilter	Public, BeforeFieldInit	1	7	0	0
0x0200017F	rail.RoomInfoListFilterKey	Public, BeforeFieldInit	1	4	0	0
0x02000180	rail.RoomInfoListSorter	Public, BeforeFieldInit	1	4	0	0
0x02000181	rail.RoomMemberInfo	Public, BeforeFieldInit	1	5	0	0
0x02000182	rail.RoomOptions	Public, BeforeFieldInit	1	5	0	0
0x02000183	rail.SetMemberMetadataResult	Public, BeforeFieldInit	1	2	0	0
0x02000184	rail.SetNewRoomOwnerResult	Public, BeforeFieldInit	1	0	0	0
0x02000185	rail.SetRoomMaxMemberResult	Public, BeforeFieldInit	1	0	0	0
0x02000186	rail.SetRoomMetadataResult	Public, BeforeFieldInit	1	1	0	0
0x02000187	rail.SetRoomTagResult	Public, BeforeFieldInit	1	0	0	0
0x02000188	rail.SetRoomTypeResult	Public, BeforeFieldInit	1	1	0	0
0x02000189	rail.IRailScreenshot	Public, ClassSemanticsMask, Abstract, BeforeFieldInit	4	0	0	0
0x0200018A	rail.IRailScreenshotHelper	Public, ClassSemanticsMask, Abstract, BeforeFieldInit	5	0	0	0
0x0200018B	rail.PublishScreenshotResult	Public, BeforeFieldInit	1	1	0	0
0x0200018C	rail.ScreenshotRequestInfo	Public, BeforeFieldInit	1	0	0	0
0x0200018D	rail.TakeScreenshotResult	Public, BeforeFieldInit	1	4	0	0
0x0200018E	rail.IRailSmallObjectServiceHelper	Public, ClassSemanticsMask, Abstract, BeforeFieldInit	3	0	0	0
0x0200018F	rail.EnumRailSmallObjectUpdateState	Public, Sealed	0	6	0	0
0x02000190	rail.RailSmallObjectDownloadInfo	Public, BeforeFieldInit	1	2	0	0
0x02000191	rail.RailSmallObjectDownloadResult	Public, BeforeFieldInit	1	1	0	0
0x02000192	rail.RailSmallObjectState	Public, BeforeFieldInit	1	2	0	0
0x02000193	rail.RailSmallObjectStateQueryResult	Public, BeforeFieldInit	1	1	0	0
0x02000194	rail.GlobalStatsRequestReceived	Public, BeforeFieldInit	1	0	0	0
0x02000195	rail.IRailGlobalStats	Public, ClassSemanticsMask, Abstract, BeforeFieldInit	5	0	0	0
0x02000196	rail.IRailPlayerStats	Public, ClassSemanticsMask, Abstract, BeforeFieldInit	9	0	0	0
0x02000197	rail.IRailStatisticHelper	Public, ClassSemanticsMask, Abstract, BeforeFieldInit	3	0	0	0
0x02000198	rail.NumberOfPlayerReceived	Public, BeforeFieldInit	1	2	0	0
0x02000199	rail.PlayerStatsReceived	Public, BeforeFieldInit	1	0	0	0
0x0200019A	rail.PlayerStatsStored	Public, BeforeFieldInit	1	0	0	0
0x0200019B	rail.IRailFile	Public, ClassSemanticsMask, Abstract, BeforeFieldInit	9	0	0	0
0x0200019C	rail.IRailStorageHelper	Public, ClassSemanticsMask, Abstract, BeforeFieldInit	23	0	0	0
0x0200019D	rail.IRailStreamFile	Public, ClassSemanticsMask, Abstract, BeforeFieldInit	6	0	0	0
0x0200019E	rail.AsyncDeleteStreamFileResult	Public, BeforeFieldInit	1	1	0	0
0x0200019F	rail.AsyncListFileResult	Public, BeforeFieldInit	1	4	0	0
0x020001A0	rail.AsyncQueryQuotaResult	Public, BeforeFieldInit	1	2	0	0
0x020001A1	rail.AsyncReadFileResult	Public, BeforeFieldInit	1	4	0	0
0x020001A2	rail.AsyncReadStreamFileResult	Public, BeforeFieldInit	1	4	0	0
0x020001A3	rail.AsyncRenameStreamFileResult	Public, BeforeFieldInit	1	2	0	0
0x020001A4	rail.AsyncWriteFileResult	Public, BeforeFieldInit	1	4	0	0
0x020001A5	rail.AsyncWriteStreamFileResult	Public, BeforeFieldInit	1	4	0	0
0x020001A6	rail.EnumRailStorageFileEnabledOS	Public, Sealed	0	3	0	0
0x020001A7	rail.EnumRailStreamOpenFileType	Public, Sealed	0	4	0	0
0x020001A8	rail.RailListStreamFileOption	Public, BeforeFieldInit	1	2	0	0
0x020001A9	rail.RailPublishFileToUserSpaceOption	Public, BeforeFieldInit	1	8	0	0
0x020001AA	rail.RailStreamFileInfo	Public, BeforeFieldInit	1	2	0	0
0x020001AB	rail.RailStreamFileOption	Public, BeforeFieldInit	1	2	0	0
0x020001AC	rail.RailSyncFileOption	Public, BeforeFieldInit	1	1	0	0
0x020001AD	rail.ShareStorageToSpaceWorkResult	Public, BeforeFieldInit	1	1	0	0
0x020001AE	rail.IRailSystemHelper	Public, ClassSemanticsMask, Abstract, BeforeFieldInit	3	0	0	0
0x020001AF	rail.RailFinalize	Public, BeforeFieldInit	1	0	0	0
0x020001B0	rail.RailPlatformNotifyEventJoinGameByGameServer	Public, BeforeFieldInit	1	2	0	0
0x020001B1	rail.RailPlatformNotifyEventJoinGameByRoom	Public, BeforeFieldInit	1	2	0	0
0x020001B2	rail.RailPlatformNotifyEventJoinGameByUser	Public, BeforeFieldInit	1	2	0	0
0x020001B3	rail.RailSystemState	Public, Sealed	0	9	0	0
0x020001B4	rail.RailSystemStateChanged	Public, BeforeFieldInit	1	1	0	0
0x020001B5	rail.IRailTextInputHelper	Public, ClassSemanticsMask, Abstract, BeforeFieldInit	3	0	0	0
0x020001B6	rail.RailTextInputResult	Public, BeforeFieldInit	1	1	0	0
0x020001B7	rail.RailTextInputWindowOption	Public, BeforeFieldInit	1	9	0	0
0x020001B8	rail.IRailThirdPartyAccountLoginHelper	Public, ClassSemanticsMask, Abstract, BeforeFieldInit	6	0	0	0
0x020001B9	rail.RailNotifyThirdPartyAccountQrCodeInfo	Public, BeforeFieldInit	1	1	0	0
0x020001BA	rail.RailRequestMobileAutoLoginCodeOptions	Public, BeforeFieldInit	1	1	0	0
0x020001BB	rail.RailRequestMobileAutoLoginCodeResult	Public, BeforeFieldInit	1	2	0	0
0x020001BC	rail.RailThirdPartyAccountInfo	Public, BeforeFieldInit	1	12	0	0
0x020001BD	rail.RailThirdPartyAccountLoginOptions	Public, BeforeFieldInit	1	2	0	0
0x020001BE	rail.RailThirdPartyAccountLoginResult	Public, BeforeFieldInit	1	1	0	0
0x020001BF	rail.RailThirdPartyAccountRefreshTokenResult	Public, BeforeFieldInit	1	1	0	0
0x020001C0	rail.IRailSpaceWork	Public, ClassSemanticsMask, Abstract, BeforeFieldInit	54	0	0	0
0x020001C1	rail.IRailUserSpaceHelper	Public, ClassSemanticsMask, Abstract, BeforeFieldInit	21	0	0	0
0x020001C2	rail.AsyncGetMyFavoritesWorksResult	Public, BeforeFieldInit	1	2	0	0
0x020001C3	rail.AsyncGetMySubscribedWorksResult	Public, BeforeFieldInit	1	2	0	0
0x020001C4	rail.AsyncModifyFavoritesWorksResult	Public, BeforeFieldInit	1	3	0	0
0x020001C5	rail.AsyncQuerySpaceWorksInfoResult	Public, BeforeFieldInit	1	1	0	0
0x020001C6	rail.AsyncQuerySpaceWorksResult	Public, BeforeFieldInit	1	2	0	0
0x020001C7	rail.AsyncRateSpaceWorkResult	Public, BeforeFieldInit	1	1	0	0
0x020001C8	rail.AsyncRemoveSpaceWorkResult	Public, BeforeFieldInit	1	1	0	0
0x020001C9	rail.AsyncSearchSpaceWorksResult	Public, BeforeFieldInit	1	2	0	0
0x020001CA	rail.AsyncSubscribeSpaceWorksResult	Public, BeforeFieldInit	1	3	0	0
0x020001CB	rail.AsyncUpdateMetadataResult	Public, BeforeFieldInit	1	2	0	0
0x020001CC	rail.AsyncVoteSpaceWorkResult	Public, BeforeFieldInit	1	1	0	0
0x020001CD	rail.EnumRailModifyFavoritesSpaceWorkType	Public, Sealed	0	3	0	0
0x020001CE	rail.EnumRailSpaceWorkOrderBy	Public, Sealed	0	8	0	0
0x020001CF	rail.EnumRailSpaceworkQueryType	Public, Sealed	0	4	0	0
0x020001D0	rail.EnumRailSpaceWorkRateValue	Public, Sealed	0	4	0	0
0x020001D1	rail.EnumRailSpaceWorkShareLevel	Public, Sealed	0	4	0	0
0x020001D2	rail.EnumRailSpaceWorkState	Public, Sealed	0	6	0	0
0x020001D3	rail.EnumRailSpaceWorkStatistic	Public, Sealed	0	5	0	0
0x020001D4	rail.EnumRailSpaceWorkSyncState	Public, Sealed	0	4	0	0
0x020001D5	rail.EnumRailSpaceWorkType	Public, Sealed	0	6	0	0
0x020001D6	rail.EnumRailSpaceWorkVoteValue	Public, Sealed	0	7	0	0
0x020001D7	rail.EnumRailWorkFileClass	Public, Sealed	0	2	0	0
0x020001D8	rail.QueryMySubscribedSpaceWorksResult	Public, BeforeFieldInit	1	3	0	0
0x020001D9	rail.RailQuerySpaceWorkInfoResult	Public, BeforeFieldInit	1	3	0	0
0x020001DA	rail.RailQueryWorkFileOptions	Public, BeforeFieldInit	1	7	0	0
0x020001DB	rail.RailSpaceWorkDescriptor	Public, BeforeFieldInit	1	10	0	0
0x020001DC	rail.RailSpaceWorkFilter	Public, BeforeFieldInit	1	5	0	0
0x020001DD	rail.RailSpaceWorkSearchFilter	Public, BeforeFieldInit	1	7	0	0
0x020001DE	rail.RailSpaceWorkSyncProgress	Public, BeforeFieldInit	1	4	0	0
0x020001DF	rail.RailSpaceWorkUpdateOptions	Public, BeforeFieldInit	1	6	0	0
0x020001E0	rail.RailSpaceWorkVoteDetail	Public, BeforeFieldInit	1	2	0	0
0x020001E1	rail.RailUserSpaceDownloadProgress	Public, BeforeFieldInit	1	5	0	0
0x020001E2	rail.RailUserSpaceDownloadResult	Public, BeforeFieldInit	1	7	0	0
0x020001E3	rail.SpaceWorkID	Public, BeforeFieldInit	2	0	0	0
0x020001E4	rail.SyncSpaceWorkResult	Public, BeforeFieldInit	1	1	0	0
0x020001E5	rail.UserSpaceDownloadProgress	Public, BeforeFieldInit	1	2	0	0
0x020001E6	rail.UserSpaceDownloadResult	Public, BeforeFieldInit	1	2	0	0
0x020001E7	rail.IRailUsersHelper	Public, ClassSemanticsMask, Abstract, BeforeFieldInit	8	0	0	0
0x020001E8	rail.EnumRailUsersInviteResponseType	Public, Sealed	0	6	0	0
0x020001E9	rail.EnumRailUsersInviteType	Public, Sealed	0	3	0	0
0x020001EA	rail.EnumRailUsersLimits	Public, Sealed	0	8	0	0
0x020001EB	rail.RailInviteOptions	Public, BeforeFieldInit	1	4	0	0
0x020001EC	rail.RailShowChatWindowWithFriendResult	Public, BeforeFieldInit	1	1	0	0
0x020001ED	rail.RailShowUserHomepageWindowResult	Public, BeforeFieldInit	1	1	0	0
0x020001EE	rail.RailUsersCancelInviteResult	Public, BeforeFieldInit	1	1	0	0
0x020001EF	rail.RailUsersGetInviteDetailResult	Public, BeforeFieldInit	1	3	0	0
0x020001F0	rail.RailUsersGetUserLimitsResult	Public, BeforeFieldInit	1	2	0	0
0x020001F1	rail.RailUsersInfoData	Public, BeforeFieldInit	1	1	0	0
0x020001F2	rail.RailUsersInviteJoinGameResult	Public, BeforeFieldInit	1	3	0	0
0x020001F3	rail.RailUsersInviteUsersResult	Public, BeforeFieldInit	1	1	0	0
0x020001F4	rail.RailUsersNotifyInviter	Public, BeforeFieldInit	1	1	0	0
0x020001F5	rail.RailUsersRespondInvitation	Public, BeforeFieldInit	1	3	0	0
0x020001F6	rail.IRailUtils	Public, ClassSemanticsMask, Abstract, BeforeFieldInit	13	0	0	0
0x020001F7	rail.EnumRailDirtyWordsType	Public, Sealed	0	4	0	0
0x020001F8	rail.EnumRailImagePixelFormat	Public, Sealed	0	3	0	0
0x020001F9	rail.EnumRailLaunchAppType	Public, Sealed	0	3	0	0
0x020001FA	rail.RailCrashBuffer	Public, ClassSemanticsMask, Abstract, BeforeFieldInit	6	0	0	0
0x020001FB	rail.RailCrashInfo	Public, BeforeFieldInit	1	1	0	0
0x020001FC	rail.RailDirtyWordsCheckResult	Public, BeforeFieldInit	1	2	0	0
0x020001FD	rail.RailDirtyWordsFilterOption	Public, BeforeFieldInit	1	2	0	0
0x020001FE	rail.RailDirtyWordsFilterResult	Public, BeforeFieldInit	1	3	0	0
0x020001FF	rail.RailGameSettingMetadataChanged	Public, BeforeFieldInit	1	2	0	0
0x02000200	rail.RailGameSettingMetadataChangedSource	Public, Sealed	0	4	0	0
0x02000201	rail.RailGetImageDataResult	Public, BeforeFieldInit	1	2	0	0
0x02000202	rail.RailImageDataDescriptor	Public, BeforeFieldInit	1	5	0	0
0x02000203	rail.RailUtilsCrashType	Public, Sealed	0	3	0	0
0x02000204	rail.RailWarningMessageLevel	Public, Sealed	0	2	0	0
0x02000205	rail.IRailVoiceChannel	Public, ClassSemanticsMask, Abstract, BeforeFieldInit	15	0	0	0
0x02000206	rail.IRailVoiceHelper	Public, ClassSemanticsMask, Abstract, BeforeFieldInit	21	0	0	0
0x02000207	rail.CreateVoiceChannelOption	Public, BeforeFieldInit	1	1	0	0
0x02000208	rail.CreateVoiceChannelResult	Public, BeforeFieldInit	1	1	0	0
0x02000209	rail.EnumRailVoiceCaptureChannel	Public, Sealed	0	3	0	0
0x0200020A	rail.EnumRailVoiceCaptureFormat	Public, Sealed	0	3	0	0
0x0200020B	rail.EnumRailVoiceChannelJoinState	Public, Sealed	0	12	0	0
0x0200020C	rail.EnumRailVoiceChannelSpeakerState	Public, Sealed	0	4	0	0
0x0200020D	rail.EnumRailVoiceChannelUserSpeakingLimit	Public, Sealed	0	3	0	0
0x0200020E	rail.EnumRailVoiceLeaveChannelReason	Public, Sealed	0	5	0	0
0x0200020F	rail.JoinVoiceChannelResult	Public, BeforeFieldInit	1	2	0	0
0x02000210	rail.LeaveVoiceChannelResult	Public, BeforeFieldInit	1	2	0	0
0x02000211	rail.RailVoiceCaptureOption	Public, BeforeFieldInit	1	1	0	0
0x02000212	rail.RailVoiceCaptureSpecification	Public, BeforeFieldInit	1	4	0	0
0x02000213	rail.RailVoiceChannelUserSpeakingState	Public, BeforeFieldInit	1	2	0	0
0x02000214	rail.VoiceChannelAddUsersResult	Public, BeforeFieldInit	1	3	0	0
0x02000215	rail.VoiceChannelInviteEvent	Public, BeforeFieldInit	1	3	0	0
0x02000216	rail.VoiceChannelMemeberChangedEvent	Public, BeforeFieldInit	1	2	0	0
0x02000217	rail.VoiceChannelPushToTalkKeyChangedEvent	Public, BeforeFieldInit	1	1	0	0
0x02000218	rail.VoiceChannelRemoveUsersResult	Public, BeforeFieldInit	1	3	0	0
0x02000219	rail.VoiceChannelSpeakingUsersChangedEvent	Public, BeforeFieldInit	1	3	0	0
0x0200021A	rail.VoiceChannelUsersSpeakingStateChangedEvent	Public, BeforeFieldInit	1	2	0	0
0x0200021B	rail.VoiceDataCapturedEvent	Public, BeforeFieldInit	1	1	0	0
0x0200021C	rail.IRailZoneServer	Public, ClassSemanticsMask, Abstract, BeforeFieldInit	12	0	0	0
0x0200021D	rail.IRailZoneServerHelper	Public, ClassSemanticsMask, Abstract, BeforeFieldInit	4	0	0	0
0x0200021E	rail.RailSwitchPlayerSelectedZoneResult	Public, BeforeFieldInit	1	0	0	0
0x0200021F	Microsoft.Xml.Serialization.GeneratedAssembly.XmlSerializer1	Public, Abstract, BeforeFieldInit	6	1	0	0
0x02000220	Microsoft.Xml.Serialization.GeneratedAssembly.XmlSerializationWriter1	Public, BeforeFieldInit	849	0	0	0
0x02000221	Microsoft.Xml.Serialization.GeneratedAssembly.XmlSerializationReader1	Public, BeforeFieldInit	856	1846	1	0
0x02000222	Microsoft.Xml.Serialization.GeneratedAssembly.BigCraftableIDSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000223	Microsoft.Xml.Serialization.GeneratedAssembly.CHJsonParserSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000224	Microsoft.Xml.Serialization.GeneratedAssembly.ContentHashParserSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000225	Microsoft.Xml.Serialization.GeneratedAssembly.DistanceToTargetSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000226	Microsoft.Xml.Serialization.GeneratedAssembly.DontLoadDefaultSettingSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000227	Microsoft.Xml.Serialization.GeneratedAssembly.FurnitureIDSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000228	Microsoft.Xml.Serialization.GeneratedAssembly.MouseCursorSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000229	Microsoft.Xml.Serialization.GeneratedAssembly.NetBoolSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x0200022A	Microsoft.Xml.Serialization.GeneratedAssembly.NetByteSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x0200022B	Microsoft.Xml.Serialization.GeneratedAssembly.NetClockSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x0200022C	Microsoft.Xml.Serialization.GeneratedAssembly.NetColorSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x0200022D	Microsoft.Xml.Serialization.GeneratedAssembly.NetDoubleSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x0200022E	Microsoft.Xml.Serialization.GeneratedAssembly.NetFloatSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x0200022F	Microsoft.Xml.Serialization.GeneratedAssembly.NetGuidSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000230	Microsoft.Xml.Serialization.GeneratedAssembly.NetIntSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000231	Microsoft.Xml.Serialization.GeneratedAssembly.NetIntSerializer1	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000232	Microsoft.Xml.Serialization.GeneratedAssembly.NetIntSerializer2	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000233	Microsoft.Xml.Serialization.GeneratedAssembly.NetIntSerializer3	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000234	Microsoft.Xml.Serialization.GeneratedAssembly.NetLongSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000235	Microsoft.Xml.Serialization.GeneratedAssembly.NetLongSerializer1	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000236	Microsoft.Xml.Serialization.GeneratedAssembly.NetPointSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000237	Microsoft.Xml.Serialization.GeneratedAssembly.NetRectangleSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000238	Microsoft.Xml.Serialization.GeneratedAssembly.NetFloatSerializer1	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000239	Microsoft.Xml.Serialization.GeneratedAssembly.NetStringSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x0200023A	Microsoft.Xml.Serialization.GeneratedAssembly.NetStringSerializer1	Public, Sealed, BeforeFieldInit	4	0	0	0
0x0200023B	Microsoft.Xml.Serialization.GeneratedAssembly.NetStringSerializer2	Public, Sealed, BeforeFieldInit	4	0	0	0
0x0200023C	Microsoft.Xml.Serialization.GeneratedAssembly.NetVector2Serializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x0200023D	Microsoft.Xml.Serialization.GeneratedAssembly.NetVector2Serializer1	Public, Sealed, BeforeFieldInit	4	0	0	0
0x0200023E	Microsoft.Xml.Serialization.GeneratedAssembly.NetVersionSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x0200023F	Microsoft.Xml.Serialization.GeneratedAssembly.NotImplicitNetFieldAttributeSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000240	Microsoft.Xml.Serialization.GeneratedAssembly.NotNetFieldAttributeSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000241	Microsoft.Xml.Serialization.GeneratedAssembly.ObjectIDSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000242	Microsoft.Xml.Serialization.GeneratedAssembly.AnimalHouseSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000243	Microsoft.Xml.Serialization.GeneratedAssembly.LoopingCueManagerSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000244	Microsoft.Xml.Serialization.GeneratedAssembly.SoundContextSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000245	Microsoft.Xml.Serialization.GeneratedAssembly.SoundsHelperSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000246	Microsoft.Xml.Serialization.GeneratedAssembly.SandDuggySerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000247	Microsoft.Xml.Serialization.GeneratedAssembly.StateSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000248	Microsoft.Xml.Serialization.GeneratedAssembly.BuffEffectsSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x02000249	Microsoft.Xml.Serialization.GeneratedAssembly.BuffManagerSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x0200024A	Microsoft.Xml.Serialization.GeneratedAssembly.BuildingPaintColorSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
0x0200024B	Microsoft.Xml.Serialization.GeneratedAssembly.BuildingPainterSerializer	Public, Sealed, BeforeFieldInit	4	0	0	0
