token	type	attributes	methods	fields	properties	nested
0x02000469	StardewValley.IslandGemBird+GemBirdType	NestedPublic, Sealed	0	7	0	0
0x0200046A	StardewValley.Item+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	3	2	0	0
0x0200046B	StardewValley.ItemRegistry+<>c__DisplayClass17_0	NestedPrivate, Sealed, BeforeFieldInit	0	1	0	0
0x0200046C	StardewValley.KeyboardInput+WndProc	NestedPrivate, Sealed	4	0	0	0
0x0200046D	StardewValley.LightSource+LightContext	NestedPublic, Sealed	0	4	0	0
0x0200046E	StardewValley.LocalizedContentManager+LanguageChangedHandler	NestedPublic, Sealed	4	0	0	0
0x0200046F	StardewValley.LocalizedContentManager+LanguageCode	NestedPublic, Sealed	0	15	0	0
0x02000470	StardewValley.LocalMultiplayer+StaticInstanceMethod	NestedPublic, Sealed	4	0	0	0
0x02000471	StardewValley.GameRunner+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	5	4	0	0
0x02000472	StardewValley.GameRunner+<>c__DisplayClass11_0	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x02000473	StardewValley.GameRunner+<>c__DisplayClass12_0	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x02000474	StardewValley.LocationRequest+Callback	NestedPublic, Sealed	4	0	0	0
0x02000475	StardewValley.Farm+LightningStrikeEvent	NestedPublic, BeforeFieldInit	3	5	0	0
0x02000476	StardewValley.Farm+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	3	2	0	0
0x02000477	StardewValley.GameLocation+afterQuestionBehavior	NestedPublic, Sealed	4	0	0	0
0x02000478	StardewValley.GameLocation+DamagePlayersEventArg	NestedPrivate, SequentialLayout, Sealed, BeforeFieldInit	2	3	0	0
0x02000479	StardewValley.GameLocation+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	39	38	0	0
0x0200047A	StardewValley.GameLocation+<>c__DisplayClass162_0	NestedPrivate, Sealed, BeforeFieldInit	0	1	0	0
0x0200047B	StardewValley.GameLocation+<>c__DisplayClass202_0	NestedPrivate, Sealed, BeforeFieldInit	4	3	0	0
0x0200047C	StardewValley.GameLocation+<>c__DisplayClass244_0	NestedPrivate, Sealed, BeforeFieldInit	6	11	0	0
0x0200047D	StardewValley.GameLocation+<>c__DisplayClass244_1	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x0200047E	StardewValley.GameLocation+<>c__DisplayClass244_2	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x0200047F	StardewValley.GameLocation+<>c__DisplayClass244_3	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x02000480	StardewValley.GameLocation+<>c__DisplayClass244_4	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x02000481	StardewValley.GameLocation+<>c__DisplayClass266_0	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x02000482	StardewValley.GameLocation+<>c__DisplayClass272_0	NestedPrivate, Sealed, BeforeFieldInit	0	3	0	0
0x02000483	StardewValley.GameLocation+<>c__DisplayClass272_1	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x02000484	StardewValley.GameLocation+<>c__DisplayClass276_0	NestedPrivate, Sealed, BeforeFieldInit	7	2	0	0
0x02000485	StardewValley.GameLocation+<>c__DisplayClass276_1	NestedPrivate, Sealed, BeforeFieldInit	2	4	0	0
0x02000486	StardewValley.GameLocation+<>c__DisplayClass276_2	NestedPrivate, Sealed, BeforeFieldInit	0	1	0	0
0x02000487	StardewValley.GameLocation+<>c__DisplayClass296_0	NestedPrivate, Sealed, BeforeFieldInit	2	4	0	0
0x02000488	StardewValley.GameLocation+<>c__DisplayClass299_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x02000489	StardewValley.GameLocation+<>c__DisplayClass347_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x0200048A	StardewValley.GameLocation+<>c__DisplayClass385_0	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x0200048B	StardewValley.GameLocation+<>c__DisplayClass391_0	NestedPrivate, Sealed, BeforeFieldInit	2	4	0	0
0x0200048C	StardewValley.GameLocation+<>c__DisplayClass392_0	NestedPrivate, Sealed, BeforeFieldInit	1	1	0	0
0x0200048D	StardewValley.GameLocation+<>c__DisplayClass392_1	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x0200048E	StardewValley.GameLocation+<>c__DisplayClass396_0	NestedPrivate, Sealed, BeforeFieldInit	5	6	0	0
0x0200048F	StardewValley.GameLocation+<>c__DisplayClass396_1	NestedPrivate, Sealed, BeforeFieldInit	3	3	0	0
0x02000490	StardewValley.GameLocation+<>c__DisplayClass396_2	NestedPrivate, Sealed, BeforeFieldInit	2	3	0	0
0x02000491	StardewValley.GameLocation+<>c__DisplayClass396_3	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x02000492	StardewValley.GameLocation+<>c__DisplayClass396_4	NestedPrivate, Sealed, BeforeFieldInit	1	1	0	0
0x02000493	StardewValley.GameLocation+<>c__DisplayClass396_5	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x02000494	StardewValley.GameLocation+<>c__DisplayClass398_0	NestedPrivate, Sealed, BeforeFieldInit	2	3	0	0
0x02000495	StardewValley.GameLocation+<>c__DisplayClass398_1	NestedPrivate, Sealed, BeforeFieldInit	2	3	0	0
0x02000496	StardewValley.GameLocation+<>c__DisplayClass449_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x02000497	StardewValley.GameLocation+<>c__DisplayClass490_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x02000498	StardewValley.GameLocation+<>c__DisplayClass502_0	NestedPrivate, Sealed, BeforeFieldInit	3	5	0	0
0x02000499	StardewValley.GameLocation+<>c__DisplayClass502_1	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x0200049A	StardewValley.GameLocation+<>c__DisplayClass503_0	NestedPrivate, Sealed, BeforeFieldInit	0	1	0	0
0x0200049B	StardewValley.GameLocation+<>c__DisplayClass505_0	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x0200049C	StardewValley.GameLocation+<>c__DisplayClass506_0	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x0200049D	StardewValley.GameLocation+<>c__DisplayClass508_0	NestedPrivate, Sealed, BeforeFieldInit	0	1	0	0
0x0200049E	StardewValley.GameLocation+<>c__DisplayClass511_0	NestedPrivate, Sealed, BeforeFieldInit	0	3	0	0
0x0200049F	StardewValley.GameLocation+<>c__DisplayClass533_0	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x020004A0	StardewValley.GameLocation+<>c__DisplayClass536_0	NestedPrivate, Sealed, BeforeFieldInit	3	1	0	0
0x020004A1	StardewValley.GameLocation+<>c__DisplayClass538_0	NestedPrivate, Sealed, BeforeFieldInit	4	2	0	0
0x020004A2	StardewValley.GameLocation+<>c__DisplayClass563_0	NestedPrivate, Sealed, BeforeFieldInit	3	1	0	0
0x020004A3	StardewValley.GameLocation+<>c__DisplayClass574_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x020004A4	StardewValley.GameLocation+<>c__DisplayClass575_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x020004A5	StardewValley.GameLocation+<>c__DisplayClass592_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x020004A6	StardewValley.InteriorDoorDictionary+DoorCollection	NestedPublic, SequentialLayout, Sealed, BeforeFieldInit	4	1	0	1
0x020004A7	StardewValley.InteriorDoorDictionary+<GetDoorTilesFromMapProperty>d__7	NestedPrivate, Sealed, BeforeFieldInit	8	7	2	0
0x020004A8	StardewValley.WaterTiles+WaterTileData	NestedPublic, SequentialLayout, Sealed, BeforeFieldInit	1	2	0	0
0x020004A9	StardewValley.MachineDataUtility+GetOutputTokenValueDelegate	NestedPublic, Sealed	4	0	0	0
0x020004AA	StardewValley.MachineDataUtility+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	3	2	0	0
0x020004AB	StardewValley.MachineDataUtility+<>c__DisplayClass7_0	NestedPrivate, Sealed, BeforeFieldInit	3	4	0	0
0x020004AC	StardewValley.DisposableList`1+Enumerator	NestedPublic, SequentialLayout, Sealed, BeforeFieldInit	5	2	1	0
0x020004AD	StardewValley.MultipleMutexRequest+<>c__DisplayClass7_0	NestedPrivate, Sealed, BeforeFieldInit	3	2	0	0
0x020004AE	StardewValley.Multiplayer+PartyWideMessageQueue	NestedPublic, Sealed	0	3	0	0
0x020004AF	StardewValley.Multiplayer+DisconnectType	NestedPublic, Sealed	0	15	0	0
0x020004B0	StardewValley.Multiplayer+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	4	3	0	0
0x020004B1	StardewValley.Multiplayer+<>c__DisplayClass157_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x020004B2	StardewValley.Multiplayer+<>c__DisplayClass157_1	NestedPrivate, Sealed, BeforeFieldInit	3	10	0	0
0x020004B3	StardewValley.Multiplayer+<>c__DisplayClass78_0	NestedPrivate, Sealed, BeforeFieldInit	0	1	0	0
0x020004B4	StardewValley.Multiplayer+<_GetActiveLocationsHere>d__136	NestedPrivate, Sealed, BeforeFieldInit	10	8	2	0
0x020004B5	StardewValley.Multiplayer+<activeLocations>d__135	NestedPrivate, Sealed, BeforeFieldInit	10	6	2	0
0x020004B6	StardewValley.Multiplayer+<farmerRoots>d__67	NestedPrivate, Sealed, BeforeFieldInit	9	4	2	0
0x020004B7	StardewValley.NPC+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	16	15	0	0
0x020004B8	StardewValley.NPC+<>c__DisplayClass232_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x020004B9	StardewValley.NPC+<>c__DisplayClass233_0	NestedPrivate, Sealed, BeforeFieldInit	4	4	0	0
0x020004BA	StardewValley.NPC+<>c__DisplayClass233_1	NestedPrivate, Sealed, BeforeFieldInit	3	2	0	0
0x020004BB	StardewValley.NPC+<>c__DisplayClass236_0	NestedPrivate, Sealed, BeforeFieldInit	10	2	0	0
0x020004BC	StardewValley.NPC+<>c__DisplayClass241_0	NestedPrivate, Sealed, BeforeFieldInit	1	5	0	0
0x020004BD	StardewValley.NPC+<>c__DisplayClass241_1	NestedPrivate, Sealed, BeforeFieldInit	2	3	0	0
0x020004BE	StardewValley.NPC+<>c__DisplayClass330_0	NestedPrivate, Sealed, BeforeFieldInit	5	2	0	0
0x020004BF	StardewValley.NPC+<>c__DisplayClass330_1	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x020004C0	StardewValley.NPC+<>c__DisplayClass330_2	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x020004C1	StardewValley.Object+PreserveType	NestedPublic, Sealed	0	12	0	0
0x020004C2	StardewValley.Object+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	4	3	0	0
0x020004C3	StardewValley.Object+<>c__DisplayClass259_0	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x020004C4	StardewValley.Object+<>c__DisplayClass259_1	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x020004C5	StardewValley.Object+<>c__DisplayClass308_0	NestedPrivate, Sealed, BeforeFieldInit	3	2	0	0
0x020004C6	StardewValley.Object+<>c__DisplayClass325_0	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x020004C7	StardewValley.Object+<>c__DisplayClass327_0	NestedPrivate, Sealed, BeforeFieldInit	1	1	0	0
0x020004C8	StardewValley.Object+<>c__DisplayClass327_1	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x020004C9	StardewValley.Object+<>c__DisplayClass339_0	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x020004CA	StardewValley.Object+<>c__DisplayClass346_0	NestedPrivate, Sealed, BeforeFieldInit	2	4	0	0
0x020004CB	StardewValley.Object+<>c__DisplayClass401_0	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x020004CC	StardewValley.Object+<>c__DisplayClass401_1	NestedPrivate, Sealed, BeforeFieldInit	1	2	0	0
0x020004CD	StardewValley.Object+<>c__DisplayClass401_2	NestedPrivate, Sealed, BeforeFieldInit	2	3	0	0
0x020004CE	StardewValley.Object+<GetFoodOrDrinkBuffs>d__357	NestedPrivate, Sealed, BeforeFieldInit	10	5	2	0
0x020004CF	StardewValley.Object+<TryCreateBuffsFromData>d__358	NestedPrivate, Sealed, BeforeFieldInit	9	14	2	0
0x020004D0	StardewValley.Options+ItemStowingModes	NestedPublic, Sealed	0	4	0	0
0x020004D1	StardewValley.Options+GamepadModes	NestedPublic, Sealed	0	4	0	0
0x020004D2	StardewValley.Program+LogType	NestedPublic, Sealed	0	3	0	0
0x020004D3	StardewValley.SaveGame+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	17	16	0	0
0x020004D4	StardewValley.SaveGame+<>c__DisplayClass101_0	NestedPrivate, Sealed, BeforeFieldInit	2	3	0	0
0x020004D5	StardewValley.SaveGame+<>c__DisplayClass101_1	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x020004D6	StardewValley.SaveGame+<>c__DisplayClass92_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x020004D7	StardewValley.SaveGame+<Save>d__92	NestedPrivate, Sealed, BeforeFieldInit	6	5	2	0
0x020004D8	StardewValley.SaveGame+<getLoadEnumerator>d__101	NestedPrivate, Sealed, BeforeFieldInit	6	6	2	0
0x020004D9	StardewValley.SaveGame+<getSaveEnumerator>d__94	NestedPrivate, Sealed, BeforeFieldInit	6	12	2	0
0x020004DA	StardewValley.SerializableDictionary`2+ChangeArgs	NestedPublic, SequentialLayout, Sealed, BeforeFieldInit	1	3	0	0
0x020004DB	StardewValley.SerializableDictionary`2+ChangeCallback	NestedPublic, Sealed	4	0	0	0
0x020004DC	StardewValley.MapSeat+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	3	2	0	0
0x020004DD	StardewValley.TemporaryAnimatedSprite+endBehavior	NestedPublic, Sealed	4	0	0	0
0x020004DE	StardewValley.Tool+<>c__DisplayClass122_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x020004DF	StardewValley.Utility+HorseWarpRestrictions	NestedPublic, Sealed	0	6	0	0
0x020004E0	StardewValley.Utility+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	31	30	0	0
0x020004E1	StardewValley.Utility+<>c__DisplayClass110_0	NestedPrivate, Sealed, BeforeFieldInit	2	3	0	0
0x020004E2	StardewValley.Utility+<>c__DisplayClass110_1	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x020004E3	StardewValley.Utility+<>c__DisplayClass110_2	NestedPrivate, Sealed, BeforeFieldInit	3	2	0	0
0x020004E4	StardewValley.Utility+<>c__DisplayClass110_3	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x020004E5	StardewValley.Utility+<>c__DisplayClass111_0	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x020004E6	StardewValley.Utility+<>c__DisplayClass118_0	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x020004E7	StardewValley.Utility+<>c__DisplayClass17_0	NestedPrivate, Sealed, BeforeFieldInit	1	1	0	0
0x020004E8	StardewValley.Utility+<>c__DisplayClass17_1	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x020004E9	StardewValley.Utility+<>c__DisplayClass18_0	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x020004EA	StardewValley.Utility+<>c__DisplayClass196_0	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x020004EB	StardewValley.Utility+<>c__DisplayClass199_0	NestedPrivate, Sealed, BeforeFieldInit	5	2	0	0
0x020004EC	StardewValley.Utility+<>c__DisplayClass200_0	NestedPrivate, Sealed, BeforeFieldInit	3	3	0	0
0x020004ED	StardewValley.Utility+<>c__DisplayClass204_0	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x020004EE	StardewValley.Utility+<>c__DisplayClass205_0	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x020004EF	StardewValley.Utility+<>c__DisplayClass20_0	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x020004F0	StardewValley.Utility+<>c__DisplayClass219_0	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x020004F1	StardewValley.Utility+<>c__DisplayClass21_0	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x020004F2	StardewValley.Utility+<>c__DisplayClass22_0`1	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x020004F3	StardewValley.Utility+<>c__DisplayClass23_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x020004F4	StardewValley.Utility+<>c__DisplayClass24_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x020004F5	StardewValley.Utility+<>c__DisplayClass26_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x020004F6	StardewValley.Utility+<>c__DisplayClass270_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x020004F7	StardewValley.Utility+<>c__DisplayClass271_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x020004F8	StardewValley.Utility+<>c__DisplayClass274_0	NestedPrivate, Sealed, BeforeFieldInit	3	1	0	0
0x020004F9	StardewValley.Utility+<>c__DisplayClass277_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x020004FA	StardewValley.Utility+<>c__DisplayClass278_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x020004FB	StardewValley.Utility+<>c__DisplayClass295_0	NestedPrivate, Sealed, BeforeFieldInit	1	1	0	0
0x020004FC	StardewValley.Utility+<>c__DisplayClass295_1	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x020004FD	StardewValley.Utility+<>c__DisplayClass35_0	NestedPrivate, Sealed, BeforeFieldInit	3	1	0	0
0x020004FE	StardewValley.Utility+<>c__DisplayClass38_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x020004FF	StardewValley.Utility+<>c__DisplayClass41_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x02000500	StardewValley.Utility+<>c__DisplayClass42_0	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x02000501	StardewValley.Utility+<>c__DisplayClass57_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x02000502	StardewValley.Utility+<>c__DisplayClass67_0	NestedPrivate, Sealed, BeforeFieldInit	2	3	0	0
0x02000503	StardewValley.Utility+<>c__DisplayClass68_0	NestedPrivate, Sealed, BeforeFieldInit	1	1	0	0
0x02000504	StardewValley.Utility+<>c__DisplayClass68_1	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x02000505	StardewValley.Utility+<>c__DisplayClass69_0	NestedPrivate, Sealed, BeforeFieldInit	2	3	0	0
0x02000506	StardewValley.Utility+<>c__DisplayClass71_0	NestedPrivate, Sealed, BeforeFieldInit	2	3	0	0
0x02000507	StardewValley.Utility+<>c__DisplayClass73_0	NestedPrivate, Sealed, BeforeFieldInit	2	5	0	0
0x02000508	StardewValley.Utility+<GetNpcsWithinDistance>d__235	NestedPrivate, Sealed, BeforeFieldInit	9	10	2	0
0x02000509	StardewValley.Utility+<GetPlayersWithinDistance>d__236	NestedPrivate, Sealed, BeforeFieldInit	9	10	2	0
0x0200050A	StardewValley.Utility+<GetPointsOnLine>d__104	NestedPrivate, Sealed, BeforeFieldInit	8	20	2	0
0x0200050B	StardewValley.Utility+<generateNewFarm>d__335	NestedPrivate, Sealed, BeforeFieldInit	6	3	2	0
0x0200050C	StardewValley.Util.BoundingBoxGroup+<>c__DisplayClass4_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x0200050D	StardewValley.Util.EventTest+<>c__DisplayClass7_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x0200050E	StardewValley.Triggers.TriggerActionManager+DefaultActions	NestedPublic, Abstract, Sealed, BeforeFieldInit	27	0	0	1
0x0200050F	StardewValley.Triggers.TriggerActionManager+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	3	2	0	0
0x02000510	StardewValley.Tools.Axe+<>c__DisplayClass6_0	NestedPrivate, Sealed, BeforeFieldInit	2	3	0	0
0x02000511	StardewValley.Tools.FishingRod+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	3	2	0	0
0x02000512	StardewValley.Tools.FishingRod+<>c__DisplayClass104_0	NestedPrivate, Sealed, BeforeFieldInit	2	10	0	0
0x02000513	StardewValley.Tools.FishingRod+<>c__DisplayClass105_0	NestedPrivate, Sealed, BeforeFieldInit	3	2	0	0
0x02000514	StardewValley.Tools.FishingRod+<>c__DisplayClass117_0	NestedPrivate, Sealed, BeforeFieldInit	4	3	0	0
0x02000515	StardewValley.Tools.FishingRod+<>c__DisplayClass81_0	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x02000516	StardewValley.Tools.MeleeWeapon+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	3	2	0	0
0x02000517	StardewValley.Tools.MeleeWeapon+<>c__DisplayClass92_0	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x02000518	StardewValley.TokenizableStrings.TokenParser+DefaultResolvers	NestedPublic, Abstract, Sealed, BeforeFieldInit	23	0	0	0
0x02000519	StardewValley.Tests.SyntaxAbstractor+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	16	15	0	0
0x0200051A	StardewValley.Tests.TranslationValidator+<>c__DisplayClass1_0`1	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x0200051B	StardewValley.Tests.TranslationValidator+<>c__DisplayClass2_0`1	NestedPrivate, Sealed, BeforeFieldInit	1	1	0	0
0x0200051C	StardewValley.Tests.TranslationValidator+<>c__DisplayClass2_1`1	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x0200051D	StardewValley.Tests.TranslationValidator+<Compare>d__2`1	NestedPrivate, Sealed, BeforeFieldInit	10	14	2	0
0x0200051E	StardewValley.TerrainFeatures.Bush+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	3	1	0	0
0x0200051F	StardewValley.TerrainFeatures.Bush+<>c__DisplayClass38_0	NestedPrivate, Sealed, BeforeFieldInit	2	3	0	0
0x02000520	StardewValley.TerrainFeatures.Flooring+NeighborLoc	NestedPrivate, SequentialLayout, Sealed, BeforeFieldInit	1	3	0	0
0x02000521	StardewValley.TerrainFeatures.Flooring+Neighbor	NestedPrivate, SequentialLayout, Sealed, BeforeFieldInit	1	3	0	0
0x02000522	StardewValley.TerrainFeatures.FruitTree+<>c__DisplayClass66_0	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x02000523	StardewValley.TerrainFeatures.GiantCrop+<>c__DisplayClass15_0	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x02000524	StardewValley.TerrainFeatures.HoeDirt+NeighborLoc	NestedPrivate, SequentialLayout, Sealed, BeforeFieldInit	1	3	0	0
0x02000525	StardewValley.TerrainFeatures.HoeDirt+Neighbor	NestedPrivate, SequentialLayout, Sealed, BeforeFieldInit	1	3	0	0
0x02000526	StardewValley.TerrainFeatures.HoeDirt+<>c__DisplayClass69_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x02000527	StardewValley.TerrainFeatures.Tree+<>c__DisplayClass74_0	NestedPrivate, Sealed, BeforeFieldInit	2	3	0	0
0x02000528	StardewValley.TerrainFeatures.Tree+<>c__DisplayClass94_0	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x02000529	StardewValley.SpecialOrders.SpecialOrder+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	4	3	0	0
0x0200052A	StardewValley.SpecialOrders.SpecialOrder+<>c__DisplayClass54_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x0200052B	StardewValley.SpecialOrders.Objectives.GiftObjective+LikeLevels	NestedPublic, Sealed	0	7	0	0
0x0200052C	StardewValley.SDKs.Steam.SteamNetClient+<>c__DisplayClass28_0	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x0200052D	StardewValley.SDKs.Steam.SteamNetClient+<>c__DisplayClass29_0	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x0200052E	StardewValley.SDKs.Steam.SteamNetServer+<>c__DisplayClass30_0	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x0200052F	StardewValley.SDKs.Steam.SteamNetServer+<>c__DisplayClass39_0	NestedPrivate, Sealed, BeforeFieldInit	3	3	0	0
0x02000530	StardewValley.SDKs.Steam.SteamNetServer+<>c__DisplayClass40_0	NestedPrivate, Sealed, BeforeFieldInit	3	5	0	0
0x02000531	StardewValley.SDKs.Steam.SteamNetServer+<>c__DisplayClass41_0	NestedPrivate, Sealed, BeforeFieldInit	3	3	0	0
0x02000532	StardewValley.SDKs.GogGalaxy.GalaxyNetClient+<>c__DisplayClass16_0	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x02000533	StardewValley.SDKs.GogGalaxy.GalaxyNetClient+<>c__DisplayClass20_0	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x02000534	StardewValley.SDKs.GogGalaxy.GalaxyNetServer+<>c__DisplayClass18_0	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x02000535	StardewValley.SDKs.GogGalaxy.GalaxyNetServer+<>c__DisplayClass24_0	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x02000536	StardewValley.SDKs.GogGalaxy.GalaxyNetServer+<>c__DisplayClass24_1	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x02000537	StardewValley.SDKs.GogGalaxy.GalaxyNetServer+<>c__DisplayClass24_2	NestedPrivate, Sealed, BeforeFieldInit	3	3	0	0
0x02000538	StardewValley.SDKs.GogGalaxy.GalaxySocket+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	3	2	0	0
0x02000539	StardewValley.SDKs.GogGalaxy.GalaxySocket+<LobbyMembers>d__59	NestedPrivate, Sealed, BeforeFieldInit	8	6	2	0
0x0200053A	StardewValley.SaveMigrations.SaveMigrator+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	4	3	0	0
0x0200053B	StardewValley.SaveMigrations.SaveMigrator_1_3+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	3	2	0	0
0x0200053C	StardewValley.SaveMigrations.SaveMigrator_1_3+<>c__DisplayClass7_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x0200053D	StardewValley.SaveMigrations.SaveMigrator_1_4+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	10	9	0	0
0x0200053E	StardewValley.SaveMigrations.SaveMigrator_1_4+<>c__DisplayClass3_0	NestedPrivate, Sealed, BeforeFieldInit	2	5	0	0
0x0200053F	StardewValley.SaveMigrations.SaveMigrator_1_5+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	9	8	0	0
0x02000540	StardewValley.SaveMigrations.SaveMigrator_1_6+LegacyDescriptionElement	NestedPublic, BeforeFieldInit	1	2	0	0
0x02000541	StardewValley.SaveMigrations.SaveMigrator_1_6+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	25	24	0	0
0x02000542	StardewValley.SaveMigrations.SaveMigrator_1_6+<>c__DisplayClass3_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
